Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
4:10:32,0.09,0.93,0.37,2.24,0.42,-0.42
4:10:32,0.09,0.94,0.38,2.24,0.56,-0.28
4:10:32,0.08,0.94,0.37,1.96,0.84,0
4:10:32,0.08,0.94,0.37,1.82,0.84,-0.14
4:10:32,0.08,0.94,0.37,1.54,1.26,0.21
4:10:32,0.08,0.94,0.37,1.05,1.12,0.49
4:10:32,0.08,0.94,0.37,0.63,0.84,0.77
4:10:32,0.08,0.94,0.37,-0.07,1.4,1.26
4:10:32,0.08,0.94,0.37,-0.35,1.4,1.19
4:10:32,0.09,0.94,0.38,-0.7,1.4,1.82
4:10:32,0.09,0.94,0.37,-0.91,1.96,1.75
4:10:32,0.09,0.94,0.38,-1.26,2.52,1.96
4:10:32,0.09,0.93,0.37,-1.47,2.45,2.38
4:10:32,0.09,0.94,0.37,-1.33,3.01,2.03
4:10:32,0.09,0.93,0.37,-1.54,2.94,2.24
4:10:32,0.09,0.94,0.38,-1.82,2.45,2.45
4:10:32,0.09,0.93,0.38,-2.24,2.52,2.52
4:10:32,0.09,0.92,0.38,-2.52,2.73,2.87
4:10:32,0.09,0.92,0.38,-2.66,2.59,2.66
4:10:32,0.08,0.91,0.39,-2.38,2.24,2.94
4:10:32,0.09,0.91,0.39,-2.1,2.1,3.08
4:10:32,0.09,0.91,0.39,-1.82,2.1,3.08
4:10:32,0.09,0.91,0.39,-1.33,1.82,2.73
4:10:32,0.09,0.91,0.39,-0.7,1.96,2.59
4:10:32,0.09,0.91,0.39,-0.28,1.89,2.59
4:10:32,0.09,0.91,0.39,0.14,2.1,2.17
4:10:32,0.09,0.91,0.39,0.56,1.33,2.24
4:10:32,0.08,0.91,0.39,0.49,1.19,1.68
4:10:32,0.08,0.92,0.39,0.56,0.77,1.82
4:10:32,0.08,0.92,0.39,0.7,0.7,1.75
4:10:32,0.08,0.92,0.39,0.91,0.28,1.82
4:10:32,0.08,0.92,0.39,1.12,-0.21,1.26
4:10:32,0.09,0.92,0.39,1.19,-0.42,1.47
4:10:32,0.08,0.93,0.38,1.54,-0.42,1.05
4:10:32,0.09,0.93,0.38,1.54,-0.49,1.19
4:10:32,0.09,0.93,0.38,1.61,-0.63,1.26
4:10:32,0.08,0.93,0.38,1.26,-0.56,0.84
4:10:32,0.08,0.93,0.37,0.7,-0.98,1.54
4:10:32,0.09,0.93,0.37,0.14,-0.84,1.4
4:10:32,0.09,0.94,0.37,-0.49,-0.42,1.68
4:10:32,0.1,0.94,0.37,-0.77,-0.07,1.75
4:10:32,0.1,0.94,0.37,-1.4,-0.21,2.24
4:10:32,0.1,0.94,0.37,-1.82,0.35,1.82
4:10:32,0.1,0.94,0.37,-2.31,0.35,1.75
4:10:32,0.1,0.94,0.37,-2.87,0.21,1.96
4:10:32,0.1,0.93,0.38,-3.29,0.14,1.61
4:10:32,0.1,0.93,0.38,-3.57,0.49,1.61
4:10:32,0.11,0.92,0.38,-3.85,1.05,1.05
4:10:32,0.11,0.92,0.38,-3.43,1.33,1.47
4:10:32,0.11,0.92,0.39,-3.15,2.03,0.84
4:10:32,0.1,0.92,0.38,-2.66,2.38,0.84
